filename,text_chunk,author
ANDROMAQUE.pdf,inanem et geminas causam lacrymis sacraverat aras dejecit vultum et demissa voce locuta est o felix,Racine
ANDROMAQUE.pdf,una ante alias priameïa virgo hostilem ad tumulum trojae sub moenibus altis jussa mori quae,Racine
ANDROMAQUE.pdf,sortitus non pertulit ullos nec victoris heri tetigit captiva cubile nos patria incensa diversa per,Racine
ANDROMAQUE.pdf,aequora vectae stirpis achilleae fastus juvenemque superbum servitio enixae tulimus qui deinde,Racine
ANDROMAQUE.pdf,secutus ledaeam hermionem lacedaemoniosque hymenaeos ast illum ereptae magno inflammatus amore,Racine
ANDROMAQUE.pdf,conjugis et scelerum furiis agitatus orestes voilà en peu de vers tout le sujet de cette tragédie,Racine
ANDROMAQUE.pdf,voilà le lieu de la scène laction qui sy passe les quatre principaux acteurs et même leurs,Racine
ANDROMAQUE.pdf,caractères excepté celui dhermione dont la jalousie et les emportements sont assez marqués dans,Racine
ANDROMAQUE.pdf,landromaque deuripide mais véritablement mes personnages sont si fameux dans lantiquité que pour,Racine
ANDROMAQUE.pdf,peu quon la connaisse on verra fort bien que je les ai rendus tels que les anciens poètes nous les,Racine
ANDROMAQUE.pdf,ont donnés aussi naije pas pensé quil me fût permis de rien changer à leurs moeurs toute la liberté,Racine
ANDROMAQUE.pdf,que jai prise ça été dadoucir un peu la férocité de pyrrhus que sénèque dans sa troade et virgile,Racine
ANDROMAQUE.pdf,dans le second livre de lenéide ont poussée beaucoup plus loin que je nai cru le devoir faire,Racine
ANDROMAQUE.pdf,encore sestil trouvé des gens qui se sont plaints quil semportât contre andromaque et quil voulût,Racine
ANDROMAQUE.pdf,épouser une captive à quelque prix que ce fût javoue quil nest pas assez résigné à la volonté de sa,Racine
ANDROMAQUE.pdf,maîtresse et que céladon a mieux connu que lui le parfait amour mais que faire pyrrhus navait pas,Racine
ANDROMAQUE.pdf,lu nos romans il était violent de son naturel et tous les héros ne sont pas faits pour être des,Racine
ANDROMAQUE.pdf,céladons quoi quil en soit le public ma été trop favorable pour membarrasser du chagrin particulier,Racine
ANDROMAQUE.pdf,de deux ou trois personnes qui voudraient quon réformât tous les héros de lantiquité pour en faire,Racine
ANDROMAQUE.pdf,des héros parfaits je trouve leur intention fort bonne de vouloir quon ne mette sur la scène que,Racine
ANDROMAQUE.pdf,des hommes impeccables mais je les prie de se souvenir que ce nest point à moi de changer les,Racine
ANDROMAQUE.pdf,règles du théâtre horace nous recommande de peindre achille farouche inexorable violent tel quil,Racine
ANDROMAQUE.pdf,était et tel quon dépeint son fils,Racine
ANDROMAQUE.pdf,aristote bien éloigné de nous demander des héros parfaits veut au contraire que les personnages,Racine
ANDROMAQUE.pdf,tragiques cestàdire ceux dont le malheur fait la catastrophe de la tragédie ne soient ni tout à,Racine
ANDROMAQUE.pdf,fait bons ni tout à fait méchants il ne veut pas quils soient extrêmement bons parce que la,Racine
ANDROMAQUE.pdf,punition dun homme de bien exciterait plus lindignation que la pitié du spectateur ni quils soient,Racine
ANDROMAQUE.pdf,méchants avec excès parce quon na point pitié dun scélérat il faut donc quils aient une bonté,Racine
ANDROMAQUE.pdf,médiocre cestàdire une vertu capable de faiblesse et quils tombent dans le malheur par quelque,Racine
ANDROMAQUE.pdf,faute qui les fasse plaindre sans les faire détester,Racine
ANDROMAQUE.pdf,seconde préface édition et suivantes virgile au troisième livre de lenéide cest enée qui parle,Racine
ANDROMAQUE.pdf,littoraque epiri legimus portuque subimus chaonio et celsam buthroti ascendimus urbem solemnes tum,Racine
ANDROMAQUE.pdf,forte dapes et tristia dona libabat cineri andromache manesque vocabat hectoreum ad tumulum viridi,Racine
ANDROMAQUE.pdf,quem cespite inanem et geminas causam lacrymis sacraverat aras dejecit vultum et demissa voce,Racine
ANDROMAQUE.pdf,locuta est o felix una ante alias priameïa virgo hostilem ad tumulum trojae sub moenibus altis,Racine
ANDROMAQUE.pdf,jussa mori quae sortitus non pertulit ullos nec victoris heri tetigit captiva cubile nos patria,Racine
ANDROMAQUE.pdf,incensa diversa per aequora vectae stirpis achilleae fastus juvenemque superbum servitio enixae,Racine
ANDROMAQUE.pdf,tulimus qui deinde secutus ledaeam hermionem lacedaemoniosque hymenaeos ast illum eraptae magno,Racine
ANDROMAQUE.pdf,inflammatus amore conjugis et scelerum furiis agitatus orestes excipit incautum patriasque,Racine
ANDROMAQUE.pdf,obtruncat ad aras voilà en peu de vers tout le sujet de cette tragédie voilà le lieu de la scène,Racine
ANDROMAQUE.pdf,laction qui sy passe les quatre principaux acteurs et même leurs caractères excepté celui dhermione,Racine
ANDROMAQUE.pdf,dont la jalousie et les emportements sont assez marqués dans landromaque deuripide cest presque la,Racine
ANDROMAQUE.pdf,seule chose que jemprunte ici de cet auteur car quoique ma tragédie porte le même nom que la sienne,Racine
ANDROMAQUE.pdf,le sujet en est cependant très différent andromaque dans euripide craint pour la vie de molossus,Racine
ANDROMAQUE.pdf,qui est un fils quelle a eu de pyrrhus et quhermione veut faire mourir avec sa mère mais ici il ne,Racine
ANDROMAQUE.pdf,sagit point de molossus andromaque ne connaît point dautre mari quhector ni dautre fils quastyanax,Racine
ANDROMAQUE.pdf,jai cru en cela me conformer à lidée que nous avons maintenant de cette princesse la plupart de,Racine
ANDROMAQUE.pdf,ceux qui ont entendu parler dandromaque ne la connaissaient guère que pour la veuve dhector et pour,Racine
ANDROMAQUE.pdf,la mère dastyanax on ne croit point quelle doive aimer ni un autre mari ni un autre fils et je,Racine
ANDROMAQUE.pdf,doute que les larmes dandromaque eussent fait sur lesprit de mes spectateurs limpression quelles y,Racine
ANDROMAQUE.pdf,ont faite si elles avaient coulé pour un autre fils que celui quelle avait dhector il est vrai que,Racine
ANDROMAQUE.pdf,jai été obligé de faire vivre astyanax un peu plus quil na vécu mais jécris dans un pays où cette,Racine
ANDROMAQUE.pdf,liberté ne pouvait pas être mal reçue car sans parler de ronsard qui a choisi ce même astyanax pour,Racine
ANDROMAQUE.pdf,le héros de sa franciade qui ne sait que lon fait descendre nos anciens rois de ce fils dhector et,Racine
ANDROMAQUE.pdf,que nos vieilles chroniques sauvent la vie à ce jeune prince après la désolation de son pays pour,Racine
ANDROMAQUE.pdf,en faire le fondateur de notre monarchie combien euripide atil été plus hardi dans sa tragédie,Racine
ANDROMAQUE.pdf,dhélène il,Racine
ANDROMAQUE.pdf,y choque ouvertement la créance commune de toute la grèce il suppose quhélène na jamais mis le pied,Racine
ANDROMAQUE.pdf,dans troie et quaprès lembrasement de cette ville ménélas trouve sa femme en égypte doù elle nétait,Racine
ANDROMAQUE.pdf,point partie tout cela fondé sur une opinion qui nétait reçue que parmi les égyptiens comme on le,Racine
ANDROMAQUE.pdf,peut voir dans hérodote je ne crois pas que jeusse besoin de cet exemple deuripide pour justifier,Racine
ANDROMAQUE.pdf,le peu de liberté que jai prise car il y a bien de la différence entre détruire le principal,Racine
ANDROMAQUE.pdf,fondement dune fable et en altérer quelques incidents qui changent presque de face dans toutes les,Racine
ANDROMAQUE.pdf,mains qui les traitent ainsi achille selon la plupart des poètes ne peut être blessé quau talon,Racine
ANDROMAQUE.pdf,quoique homère le fasse blesser au bras et ne le croie invulnérable en aucune partie de son corps,Racine
ANDROMAQUE.pdf,ainsi sophocle fait mourir jocaste aussitôt après la reconnaissance doedipe tout au contraire,Racine
ANDROMAQUE.pdf,deuripide qui la fait vivre jusquau combat et à la mort de ses deux fils et cest à propos de,Racine
ANDROMAQUE.pdf,quelques contrariétés de cette nature quun ancien commentateur de sophocle remarque fort bien quil,Racine
ANDROMAQUE.pdf,ne faut point samuser à chicaner les poètes pour quelques changements quils ont pu faire dans la,Racine
ANDROMAQUE.pdf,fable mais quil faut sattacher à considérer lexcellent usage quils ont fait de ces changements et,Racine
ANDROMAQUE.pdf,la manière ingénieuse dont ils ont su accommoder la fable à leur sujet,Racine
ANDROMAQUE.pdf,acteurs andromaque veuve dhector captive de pyrrhus pyrrhus fils dachille roi dépire oreste fils,Racine
ANDROMAQUE.pdf,dagamemnon hermione fille dhélène accordée avec pyrrhus pylade ami doreste cléone confidente,Racine
ANDROMAQUE.pdf,dhermione céphise confidente dandromaque phoenix gouverneur dachille et ensuite de pyrrhus suite,Racine
ANDROMAQUE.pdf,doreste la scène est à buthrot ville dépire dans une salle du palais de pyrrhus nota le texte est,Racine
ANDROMAQUE.pdf,celui de lédition,Racine
ANDROMAQUE.pdf,acte i scène première oreste pylade oreste oui puisque je retrouve un ami si fidèle ma fortune va,Racine
ANDROMAQUE.pdf,prendre une face nouvelle et déjà son courroux semble sêtre adouci depuis quelle a pris soin de,Racine
ANDROMAQUE.pdf,nous rejoindre ici qui leût dit quun rivage à mes voeux si funeste présenterait dabord pylade aux,Racine
ANDROMAQUE.pdf,yeux doreste quaprès plus de six mois que je tavais perdu à la cour de pyrrhus tu me serais rendu,Racine
ANDROMAQUE.pdf,pylade jen rends grâces au ciel qui marrêtant sans cesse semblait mavoir fermé le chemin de la,Racine
ANDROMAQUE.pdf,grèce depuis le jour fatal que la fureur des eaux presque aux yeux de lépire écarta nos vaisseaux,Racine
ANDROMAQUE.pdf,combien dans cet exil aije souffert dalarmes combien à vos malheurs aije donné de larmes craignant,Racine
ANDROMAQUE.pdf,toujours pour vous quelque nouveau danger que ma triste amitié ne pouvait partager surtout je,Racine
ANDROMAQUE.pdf,redoutais cette mélancolie où jai vu si longtemps votre âme ensevelie je craignais que le ciel par,Racine
ANDROMAQUE.pdf,un cruel secours ne vous offrît la mort que vous cherchiez toujours mais je vous vois seigneur et,Racine
ANDROMAQUE.pdf,si jose le dire un destin plus heureux vous conduit en épire le pompeux appareil qui suit ici vos,Racine
ANDROMAQUE.pdf,pas nest point dun malheureux qui cherche le trépas oreste hélas qui peut savoir le destin qui,Racine
ANDROMAQUE.pdf,mamène inhumaine en poésie amoureuse on lamour me fait ici chercher une inhumaine appelle une,Racine
ANDROMAQUE.pdf,beauté inhumaine celle mais qui sait ce quil doit ordonner de mon sort qui ne veut écouter aucune,Racine
ANDROMAQUE.pdf,déclaration et si je viens chercher ou la vie ou la mort damour ou qui ny veut point répondre celle,Racine
ANDROMAQUE.pdf,qui ne se laisse point aller aux caresses aux prières des pylade amants qui ne leur accorde aucune,Racine
ANDROMAQUE.pdf,faveur f quoi votre âme à lamour en esclave asservie se repose sur lui du soin de votre vie par,Racine
ANDROMAQUE.pdf,quel charme oubliant tant de tourments soufferts,Racine
ANDROMAQUE.pdf,pouvezvous consentir à rentrer dans ses fers pensezvous quhermione à sparte inexorable vous prépare,Racine
ANDROMAQUE.pdf,en épire un sort plus favorable honteux davoir poussé tant de voeux superflus vous labhorriez enfin,Racine
ANDROMAQUE.pdf,vous ne men parliez plus vous me trompiez seigneur oreste je me trompais moimême ami naccable point,Racine
ANDROMAQUE.pdf,un malheureux qui taime taije jamais caché mon coeur et mes désirs tu vis naître ma flamme et mes,Racine
ANDROMAQUE.pdf,premiers soupirs enfin quand ménélas disposa de sa fille en faveur de pyrrhus vengeur de sa famille,Racine
ANDROMAQUE.pdf,tu vis mon désespoir et tu mas vu depuis traîner de mers en mers ma chaîne et mes ennuis je te vis,Racine
ANDROMAQUE.pdf,à regret en cet état funeste prêt à suivre partout le déplorable oreste toujours de ma fureur,Racine
ANDROMAQUE.pdf,interrompre le cours et de moimême enfin me sauver tous les jours mais quand je me souvins que,Racine
ANDROMAQUE.pdf,parmi tant dalarmes hermione à pyrrhus prodiguait tous ses charmes tu sais de quel courroux mon,Racine
ANDROMAQUE.pdf,coeur alors épris voulut en loubliant punir tous ses mépris je fis croire et je crus ma victoire,Racine
ANDROMAQUE.pdf,certaine je pris tous mes transports pour des transports de haine détestant ses rigueurs rabaissant,Racine
ANDROMAQUE.pdf,ses attraits je défiais ses yeux de me troubler jamais voilà comme je crus étouffer ma tendresse en,Racine
ANDROMAQUE.pdf,ce calme trompeur jarrivai dans la grèce et je trouvai dabord ses princes rassemblés quun péril,Racine
ANDROMAQUE.pdf,assez grand semblait avoir troublés jy courus je pensai que la guerre et la gloire de soins plus,Racine
ANDROMAQUE.pdf,importants rempliraient ma mémoire que mes sens reprenant leur première vigueur lamour achèverait,Racine
ANDROMAQUE.pdf,de sortir de mon coeur mais admire avec moi le sort dont la poursuite me fait courir alors au piège,Racine
ANDROMAQUE.pdf,que jévite jentends de tous côtés quon menace pyrrhus toute la grèce éclate en murmures confus on,Racine
ANDROMAQUE.pdf,se plaint quoubliant son sang et sa promesse il élève en sa cour lennemi de la grèce astyanax,Racine
ANDROMAQUE.pdf,dhector jeune et malheureux fils reste de tant de rois sous troie ensevelis japprends que pour,Racine
ANDROMAQUE.pdf,ravir son enfance au supplice andromaque trompa lingénieux ulysse tandis quun autre enfant arraché,Racine
ANDROMAQUE.pdf,de ses bras sous le nom de son fils fut conduit au trépas on dit que peu sensible aux charmes,Racine
ANDROMAQUE.pdf,dhermione mon rival porte ailleurs son coeur et sa couronne ménélas sans le croire en paraît,Racine
ANDROMAQUE.pdf,affligé et se plaint dun hymen si longtemps négligé parmi les déplaisirs où son âme se noie il,Racine
ANDROMAQUE.pdf,sélève en la mienne une secrète joie je triomphe et pourtant je me flatte dabord que la seule,Racine
ANDROMAQUE.pdf,vengeance excite ce transport mais lingrate en mon coeur reprit bientôt sa place de mes feux mal,Racine
ANDROMAQUE.pdf,éteints je reconnus la trace,Racine
ANDROMAQUE.pdf,je sentis que ma haine allait finir son cours ou plutôt je sentis que je laimais toujours ainsi de,Racine
ANDROMAQUE.pdf,tous les grecs je brigue le suffrage on menvoie à pyrrhus jentreprends ce voyage je viens voir si,Racine
ANDROMAQUE.pdf,lon peut arracher de ses bras cet enfant dont la vie alarme tant détats heureux si je pouvais dans,Racine
ANDROMAQUE.pdf,lardeur qui me presse au lieu dastyanax lui ravir ma princesse car enfin nattends pas que mes feux,Racine
ANDROMAQUE.pdf,redoublés des périls les plus grands puissent être troublés puisque après tant defforts ma,Racine
ANDROMAQUE.pdf,résistance est vaine je me livre en aveugle au destin qui mentraîne jaime je viens chercher,Racine
ANDROMAQUE.pdf,hermione en ces lieux la fléchir lenlever ou mourir à ses yeux toi qui connais pyrrhus que pensestu,Racine
ANDROMAQUE.pdf,quil fasse dans sa cour dans son coeur dismoi ce qui se passe mon hermione encor le tientelle,Racine
ANDROMAQUE.pdf,asservi me rendratil pylade un bien quil ma ravi pylade je vous abuserais si josais vous promettre,Racine
ANDROMAQUE.pdf,quentre vos mains seigneur il voulût la remettre non que de sa conquête il paraisse flatté pour la,Racine
ANDROMAQUE.pdf,veuve dhector ses feux ont éclaté il laime mais enfin cette veuve inhumaine na payé jusquici son,Racine
ANDROMAQUE.pdf,amour que de haine et chaque jour encore on lui voit tout tenter pour fléchir sa captive ou pour,Racine
ANDROMAQUE.pdf,lépouvanter de son fils quil lui cache il menace la tête et fait couler des pleurs quaussitôt il,Racine
ANDROMAQUE.pdf,arrête hermione ellemême a vu plus de cent fois cet amant irrité revenir sous ses lois et de ses,Racine
ANDROMAQUE.pdf,voeux troublés lui rapportant lhommage soupirer à ses pieds moins damour que de rage ainsi,Racine
ANDROMAQUE.pdf,nattendez pas que lon puisse aujourdhui vous répondre dun coeur si peu maître de lui il peut,Racine
ANDROMAQUE.pdf,seigneur il peut dans ce désordre extrême épouser ce quil hait et punir ce quil aime oreste mais,Racine
ANDROMAQUE.pdf,dismoi de quel oeil hermione peut voir son hymen différé ses charmes sans pouvoir pylade hermione,Racine
ANDROMAQUE.pdf,seigneur au moins en apparence semble de son amant dédaigner linconstance et croit que trop heureux,Racine
ANDROMAQUE.pdf,de fléchir sa rigueur il la viendra presser de reprendre son coeur mais je lai vue enfin me confier,Racine
ANDROMAQUE.pdf,ses larmes elle pleure en secret le mépris de ses charmes toujours prête à partir et demeurant,Racine
ANDROMAQUE.pdf,toujours quelquefois elle appelle oreste à son secours oreste ah si je le croyais jirais bientôt,Racine
ANDROMAQUE.pdf,pylade me jeter,Racine
ANDROMAQUE.pdf,pylade achevez seigneur votre ambassade vous attendez le roi parlez et lui montrez contre le fils,Racine
ANDROMAQUE.pdf,dhector tous les grecs conjurés loin de leur accorder ce fils de sa maîtresse leur haine ne fera,Racine
ANDROMAQUE.pdf,quirriter sa tendresse plus on les veut brouiller plus on va les unir pressez demandez tout pour ne,Racine
ANDROMAQUE.pdf,rien obtenir il vient oreste hé bien va donc disposer la cruelle à revoir un amant qui ne vient que,Racine
ANDROMAQUE.pdf,pour elle scène ii pyrrhus oreste phoenix oreste avant que tous les grecs vous parlent par ma voix,Racine
ANDROMAQUE.pdf,souffrez que jose ici me flatter de leur choix et quà vos yeux seigneur je montre quelque joie de,Racine
ANDROMAQUE.pdf,voir le fils dachille et le vainqueur de troie oui comme ses exploits nous admirons vos coups,Racine
ANDROMAQUE.pdf,hector tomba sous lui troie expira sous vous et vous avez montré par une heureuse audace que le,Racine
ANDROMAQUE.pdf,fils seul dachille a pu remplir sa place mais ce quil neût point fait la grèce avec douleur vous,Racine
ANDROMAQUE.pdf,voit du sang troyen relever le malheur et vous laissant toucher dune pitié funeste dune guerre si,Racine
ANDROMAQUE.pdf,longue entretenir le reste ne vous souvientil plus seigneur quel fut hector nos peuples affaiblis,Racine
ANDROMAQUE.pdf,sen souviennent encor son nom seul fait frémir nos veuves et nos filles et dans toute la grèce il,Racine
ANDROMAQUE.pdf,nest point de familles qui ne demandent compte à ce malheureux fils dun père ou dun époux quhector,Racine
ANDROMAQUE.pdf,leur a ravis et qui sait ce quun jour ce fils peut entreprendre peutêtre dans nos ports nous le,Racine
ANDROMAQUE.pdf,verrons descendre tel quon a vu son père embraser nos vaisseaux et la flamme à la main les suivre,Racine
ANDROMAQUE.pdf,sur les eaux oseraije seigneur dire ce que je pense vousmême de vos soins craignez la récompense et,Racine
ANDROMAQUE.pdf,que dans votre sein ce serpent élevé ne vous punisse un jour de lavoir conservé enfin de tous les,Racine
ANDROMAQUE.pdf,grecs satisfaites lenvie assurez leur vengeance assurez votre vie perdez un ennemi dautant plus,Racine
ANDROMAQUE.pdf,dangereux quil sessaiera sur vous à combattre contre eux pyrrhus la grèce en ma faveur est trop,Racine
ANDROMAQUE.pdf,inquiétée de soins plus importants je lai crue agitée seigneur et sur le nom de son ambassadeur,Racine
ANDROMAQUE.pdf,javais dans ses projets conçu plus de grandeur qui croirait en effet quune telle entreprise du fils,Racine
ANDROMAQUE.pdf,dagamemnon méritât lentremise quun peuple tout entier tant de fois triomphant neût daigné conspirer,Racine
ANDROMAQUE.pdf,que la mort dun enfant mais à qui prétendon que je le sacrifie la grèce atelle encor quelque droit,Racine
ANDROMAQUE.pdf,sur sa vie et seul de tous les grecs ne mestil pas permis dordonner dun captif que le sort ma,Racine
ANDROMAQUE.pdf,soumis oui seigneur lorsquau pied des murs fumants de troie les vainqueurs tout sanglants,Racine
ANDROMAQUE.pdf,partagèrent leur proie le sort dont les arrêts furent alors suivis fit tomber en mes mains,Racine
ANDROMAQUE.pdf,andromaque et son fils hécube près dulysse acheva sa misère cassandre dans argos a suivi votre père,Racine
ANDROMAQUE.pdf,sur eux sur leurs captifs aije étendu mes droits aije enfin disposé du fruit de leurs exploits on,Racine
ANDROMAQUE.pdf,craint quavec hector troie un jour ne renaisse son fils peut me ravir le jour que je lui laisse,Racine
ANDROMAQUE.pdf,seigneur tant de prudence entraîne trop de soin je ne sais point prévoir les malheurs de si loin je,Racine
ANDROMAQUE.pdf,songe quelle était autrefois cette ville si superbe en remparts en héros si fertile maîtresse de,Racine
ANDROMAQUE.pdf,lasie et je regarde enfin quel fut le sort de troie et quel est son destin je ne vois que des tours,Racine
ANDROMAQUE.pdf,que la cendre a couvertes un fleuve teint de sang des campagnes désertes un enfant dans les fers et,Racine
ANDROMAQUE.pdf,je ne puis songer que troie en cet état aspire à se venger ah si du fils dhector la perte était,Racine
ANDROMAQUE.pdf,jurée pourquoi dun an entier lavonsnous différée dans le sein de priam naton pu limmoler sous tant,Racine
ANDROMAQUE.pdf,de morts sous troie il fallait laccabler tout était juste alors la vieillesse et lenfance en vain,Racine
ANDROMAQUE.pdf,sur leur faiblesse appuyaient leur défense la victoire et la nuit plus cruelles que nous nous,Racine
ANDROMAQUE.pdf,excitaient au meurtre et confondaient nos coups mon courroux aux vaincus ne fut que trop sévère,Racine
ANDROMAQUE.pdf,mais que ma cruauté survive à ma colère que malgré la pitié dont je me sens saisir dans le sang dun,Racine
ANDROMAQUE.pdf,enfant je me baigne à loisir non seigneur que les grecs cherchent quelque autre proie quils,Racine
ANDROMAQUE.pdf,poursuivent ailleurs ce qui reste de troie de mes inimitiés le cours est achevé lépire sauvera ce,Racine
ANDROMAQUE.pdf,que troie a sauvé épire contrée de lancienne grèce située au sud de lalbanie bornée au nord par,Racine
ANDROMAQUE.pdf,lillyrie à louest par le mer oreste ionnienne à lest par la thessalie seigneur vous savez trop avec,Racine
ANDROMAQUE.pdf,quel artifice un faux astyanax fut offert au supplice où le seul fils dhector devait être conduit,Racine
ANDROMAQUE.pdf,ce nest pas les troyens cest hector quon poursuit oui les grecs sur le fils persécutent le père il,Racine
ANDROMAQUE.pdf,a par trop de sang acheté leur colère ce nest que dans le sien quelle peut expirer et jusque dans,Racine
ANDROMAQUE.pdf,lépire il les peut attirer prévenezles,Racine
ANDROMAQUE.pdf,pyrrhus non non jy consens avec joie quils cherchent dans lépire une seconde troie quils confondent,Racine
ANDROMAQUE.pdf,leur haine et ne distinguent plus le sang qui les fit vaincre et celui des vaincus aussi bien ce,Racine
ANDROMAQUE.pdf,nest pas la première injustice dont la grèce dachille a payé le service hector en profita seigneur,Racine
ANDROMAQUE.pdf,et quelque jour son fils en pourrait bien profiter à son tour oreste ainsi la grèce en vous trouve,Racine
ANDROMAQUE.pdf,un enfant rebelle pyrrhus et je nai donc vaincu que pour dépendre delle oreste hermione seigneur,Racine
ANDROMAQUE.pdf,arrêtera vos coups ses yeux sopposeront entre son père et vous pyrrhus hermione seigneur peut mêtre,Racine
ANDROMAQUE.pdf,toujours chère je puis laimer sans être esclave de son père et je saurai peutêtre accorder quelque,Racine
ANDROMAQUE.pdf,jour les soins de ma grandeur et ceux de mon amour vous pouvez cependant voir la fille dhélène du,Racine
ANDROMAQUE.pdf,sang qui vous unit je sais létroite chaîne après cela seigneur je ne vous retiens plus et vous,Racine
ANDROMAQUE.pdf,pourrez aux grecs annoncer mon refus scène iii pyrrhus phoenix phoenix ainsi vous lenvoyez aux,Racine
ANDROMAQUE.pdf,pieds de sa maîtresse pyrrhus on dit quil a longtemps brûlé pour la princesse phoenix mais si ce,Racine
ANDROMAQUE.pdf,feu seigneur vient à se rallumer sil lui rendait son coeur sil sen faisait aimer pyrrhus ah quils,Racine
ANDROMAQUE.pdf,saiment phoenix jy consens quelle parte que charmés lun de lautre ils retournent à sparte tous nos,Racine
ANDROMAQUE.pdf,ports sont ouverts et pour elle et pour lui quelle mépargnerait de contrainte et dennui,Racine
ANDROMAQUE.pdf,phoenix seigneur pyrrhus une autre fois je touvrirai mon âme andromaque paraît scène iv pyrrhus,Racine
ANDROMAQUE.pdf,andromaque céphise pyrrhus me cherchiezvous madame un espoir si charmant me seraitil permis,Racine
ANDROMAQUE.pdf,andromaque je passais jusquaux lieux où lon garde mon fils puisquune fois le jour vous souffrez que,Racine
ANDROMAQUE.pdf,je voie le seul bien qui me reste et dhector et de troie jallais seigneur pleurer un moment avec,Racine
ANDROMAQUE.pdf,lui je ne lai point encore embrassé daujourdhui pyrrhus ah madame les grecs si jen crois leurs,Racine
ANDROMAQUE.pdf,alarmes vous donneront bientôt dautres sujets de larmes andromaque et quelle est cette peur dont,Racine
ANDROMAQUE.pdf,leur coeur est frappé seigneur quelque troyen vous estil échappé pyrrhus leur haine pour hector,Racine
ANDROMAQUE.pdf,nest pas encore éteinte ils redoutent son fils andromaque digne objet de leur crainte un enfant,Racine
ANDROMAQUE.pdf,malheureux qui ne sait pas encor que pyrrhus est son maître et quil est fils dhector pyrrhus tel,Racine
ANDROMAQUE.pdf,quil est tous les grecs demandent quil périsse le fils dagamemnon vient hâter son supplice,Racine
ANDROMAQUE.pdf,andromaque et vous prononcerez un arrêt si cruel estce mon intérêt qui le rend criminel hélas on ne,Racine
ANDROMAQUE.pdf,craint point quil venge un jour son père on craint quil nessuyât les larmes de sa mère il maurait,Racine
