filename,text_chunk,author
CID.pdf,vaincu ni vainqueur si elle ne dissimule point quelle penche du côté de rodrigue de peur dêtre à,Corneille
CID.pdf,don sanche pour qui elle a de laversion cela ne détruit point la protestation quelle a faite un peu,Corneille
CID.pdf,auparavant que malgré la loi de ce combat et les promesses que le roi a faites à rodrigue elle lui,Corneille
CID.pdf,fera mille autres ennemis sil en sort victorieux ce grand éclat même quelle laisse faire à son,Corneille
CID.pdf,amour après quelle le croit mort est suivi dune opposition vigoureuse à lexécution de cette loi qui,Corneille
CID.pdf,la donne à son amant et elle ne se tait quaprès que le roi la différée et lui a laissé lieu,Corneille
CID.pdf,despérer quavec le temps il y pourra survenir quelque obstacle je sais bien que le silence passe,Corneille
CID.pdf,dordinaire pour une marque de consentement mais quand les rois parlent cen est une de contradiction,Corneille
CID.pdf,on ne manque jamais à leur applaudir quand on entre dans leurs sentiments et le seul moyen de leur,Corneille
CID.pdf,contredire avec le respect qui leur est dû cest de se taire quand leurs ordres ne sont pas si,Corneille
CID.pdf,pressants quon ne puisse remettre à sexcuser de leur obéir lorsque le temps en sera venu et,Corneille
CID.pdf,conserver cependant une espérance légitime dun empêchement quon ne peut encore déterminément,Corneille
CID.pdf,prévoir il est vrai que dans ce sujet il faut se contenter de tirer rodrigue de péril sans le,Corneille
CID.pdf,pousser jusquà son mariage avec chimène il est historique et a plu en son temps mais bien sûrement,Corneille
CID.pdf,il déplairait au nôtre et jai peine à voir que chimène y consente chez lauteur espagnol bien quil,Corneille
CID.pdf,donne plus de trois ans de durée à la comédie quil en a faite pour ne pas contredire lhistoire jai,Corneille
CID.pdf,cru ne me pouvoir dispenser den jeter quelque idée mais avec incertitude de leffet et ce nétait que,Corneille
CID.pdf,par là que je pouvais accorder la bienséance du théâtre avec la vérité de lévénement les deux,Corneille
CID.pdf,visites que rodrigue fait à sa maîtresse ont quelque chose qui choque cette bienséance de la part,Corneille
CID.pdf,de celle qui les souffre la rigueur du devoir voulait quelle refusât de lui parler et senfermât,Corneille
CID.pdf,dans son cabinet au lieu de lécouter mais permettezmoi de dire avec un des premiers esprits de,Corneille
CID.pdf,notre siècle que leur conversation est remplie de si beaux sentiments que plusieurs nont pas connu,Corneille
CID.pdf,ce défaut et que ceux qui lont connu lont toléré jirai plus outre et dirai que tous presque ont,Corneille
CID.pdf,souhaité que ces entretiens se fissent et jai remarqué aux premières représentations qualors que ce,Corneille
CID.pdf,malheureux amant se présentait devant elle il sélevait un certain frémissement dans lassemblée qui,Corneille
CID.pdf,marquait une curiosité merveilleuse et un redoublement dattention pour ce quils avaient à se dire,Corneille
CID.pdf,dans un état si pitoyable aristote dit quil y a des absurdités quil faut laisser dans un poème,Corneille
CID.pdf,quand on peut espérer quelles seront bien reçues et il est du devoir du poète en ce cas de les,Corneille
CID.pdf,couvrir de tant de brillants quelles puissent éblouir je laisse au jugement de mes auditeurs si je,Corneille
CID.pdf,me suis assez bien acquitté de ce,Corneille
CID.pdf,devoir pour justifier par là ces deux scènes les pensées de la première des deux sont quelquefois,Corneille
CID.pdf,trop spirituelles pour partir de personnes fort affligées mais outre que je nai fait que la,Corneille
CID.pdf,paraphraser de lespagnol si nous ne nous permettions quelque chose de plus ingénieux que le cours,Corneille
CID.pdf,ordinaire de la passion nos poèmes ramperaient souvent et les grandes douleurs ne mettraient dans,Corneille
CID.pdf,la bouche de nos acteurs que des exclamations et des hélas pour ne déguiser rien cette offre que,Corneille
CID.pdf,fait rodrigue de son épée à chimène et cette protestation de se laisser tuer par don sanche ne me,Corneille
CID.pdf,plairaient pas maintenant ces beautés étaient de mise en ce tempslà et ne le seraient plus en,Corneille
CID.pdf,celuici la première est dans loriginal espagnol et lautre est tirée sur ce modèle toutes les deux,Corneille
CID.pdf,ont fait leur effet en ma faveur mais je ferais scrupule den étaler de pareilles à lavenir sur,Corneille
CID.pdf,notre théâtre jai dit ailleurs ma pensée touchant linfante et le roi il reste néanmoins quelque,Corneille
CID.pdf,chose à examiner sur la manière dont ce dernier agit qui ne paraît pas assez vigoureuse en ce quil,Corneille
CID.pdf,ne fait pas arrêter le comte après le soufflet donné et nenvoie pas des gardes à don diègue et à,Corneille
CID.pdf,son fils sur quoi on peut considérer que don fernand étant le premier roi de castille et ceux qui,Corneille
CID.pdf,en avaient été maîtres auparavant lui nayant eu titre que de comtes il nétait peutêtre pas assez,Corneille
CID.pdf,absolu sur les grands seigneurs de son royaume pour le pouvoir faire chez don guillem de castro qui,Corneille
CID.pdf,a traité ce sujet avant moi et qui devait mieux connaître que moi quelle était lautorité de ce,Corneille
CID.pdf,premier monarque de son pays le soufflet se donne en sa présence et en celle de deux ministres,Corneille
CID.pdf,detat qui lui conseillent après que le comte sest retiré fièrement et avec bravade et que don,Corneille
CID.pdf,diègue a fait la même chose en soupirant de ne le pousser point à bout parce quil a quantité damis,Corneille
CID.pdf,dans les asturies qui se pourraient révolter et prendre parti avec les maures dont son etat est,Corneille
CID.pdf,environné ainsi il se résout daccommoder laffaire sans bruit et recommande le secret à ces deux,Corneille
CID.pdf,ministres qui ont été seuls témoins de laction cest sur cet exemple que je me suis cru bien fondé à,Corneille
CID.pdf,le faire agir plus mollement quon ne ferait en ce tempsci où lautorité royale est plus absolue je,Corneille
CID.pdf,ne pense pas non plus quil fasse une faute bien grande de ne jeter point lalarme de nuit dans sa,Corneille
CID.pdf,ville sur lavis incertain quil a du dessein des maures puisquon faisait bonne garde sur les murs et,Corneille
CID.pdf,sur le port mais il est inexcusable de ny donner aucun ordre après leur arrivée et de laisser tout,Corneille
CID.pdf,faire à rodrigue la loi du combat quil propose à chimène avant que de le permettre à don sanche,Corneille
CID.pdf,contre rodrigue nest pas si injuste que quelquesuns ont voulu le dire parce quelle est plutôt une,Corneille
CID.pdf,menace pour la faire dédire de la demande de ce combat quun arrêt quil lui veuille faire exécuter,Corneille
CID.pdf,cela paraît en ce quaprès la victoire de rodrigue il nen exige pas précisément leffet de sa parole,Corneille
CID.pdf,et la laisse en état despérer que cette condition naura point de lieu je ne puis dénier que la,Corneille
CID.pdf,règle des vingt et quatre heures presse trop les incidents de cette pièce la mort du comte et,Corneille
CID.pdf,larrivée des maures,Corneille
CID.pdf,sy pouvaient entresuivre daussi près quelles font parce que cette arrivée est une surprise qui na,Corneille
CID.pdf,point de communication ni de mesures à prendre avec le reste mais il nen va pas ainsi du combat de,Corneille
CID.pdf,don sanche dont le roi était le maître et pouvait lui choisir un autre temps que deux heures après,Corneille
CID.pdf,la fuite des maures leur défaite avait assez fatigué rodrigue toute la nuit pour mériter deux ou,Corneille
CID.pdf,trois jours de repos et même il y avait quelque apparence quil nen était pas échappé sans blessures,Corneille
CID.pdf,quoique je nen aie rien dit parce quelles nauraient fait que nuire à la conclusion de laction cette,Corneille
CID.pdf,même règle presse aussi trop chimène de demander justice au roi la seconde fois elle lavait fait le,Corneille
CID.pdf,soir dauparavant et navait aucun sujet dy retourner le lendemain matin pour en importuner le roi,Corneille
CID.pdf,dont elle navait encore aucun lieu de se plaindre puisquelle ne pouvait encore dire quil lui eût,Corneille
CID.pdf,manqué de promesse le roman lui aurait donné sept ou huit jours de patience avant que de len,Corneille
CID.pdf,presser de nouveau mais les vingt et quatre heures ne lont pas permis cest lincommodité de la règle,Corneille
CID.pdf,passons à celle de lunité de lieu qui ne ma pas donné moins de gêne en cette pièce je lai placé,Corneille
CID.pdf,dans séville bien que don fernand nen ait jamais été le maître et jai été obligé à cette,Corneille
CID.pdf,falsification pour former quelque vraisemblance à la descente des maures dont larmée ne pouvait,Corneille
CID.pdf,venir si vite par terre que par eau je ne voudrais pas assurer toutefois que le flux de la mer,Corneille
CID.pdf,monte effectivement jusquelà mais comme dans notre seine il fait encore plus de chemin quil ne lui,Corneille
CID.pdf,en faut faire sur le guadalquivir pour battre les murailles de cette ville cela peut suffire à,Corneille
CID.pdf,fonder quelque probabilité parmi nous pour ceux qui nont point été sur le lieu même cette arrivée,Corneille
CID.pdf,des maures ne laisse pas davoir ce défaut que jai marqué ailleurs quils se présentent deuxmêmes,Corneille
CID.pdf,sans être appelés dans la pièce directement ni indirectement par aucun acteur du premier acte ils,Corneille
CID.pdf,ont plus de justesse dans lirrégularité de lauteur espagnol rodrigue nosant plus se montrer à la,Corneille
CID.pdf,cour les va combattre sur la frontière et ainsi le premier acteur les va chercher et leur donne,Corneille
CID.pdf,place dans le poème au contraire de ce qui arrive ici où ils semblent se venir faire de fête exprès,Corneille
CID.pdf,pour en être battus et lui donner moyen de rendre à son roi un service dimportance qui lui fasse,Corneille
CID.pdf,obtenir sa grâce cest une seconde incommodité de la règle dans cette tragédie tout sy passe donc,Corneille
CID.pdf,dans séville et garde ainsi quelque espèce dunité de lieu en général mais le lieu particulier,Corneille
CID.pdf,change de scène en scène et tantôt cest le palais du roi tantôt lappartement de linfante tantôt la,Corneille
CID.pdf,maison de chimène et tantôt une rue ou place publique on le détermine aisément pour les scènes,Corneille
CID.pdf,détachées mais pour celles qui ont leur liaison ensemble comme les quatre dernières du premier acte,Corneille
CID.pdf,il est malaisé den choisir un qui convienne à toutes le comte et don diègue se querellent au sortir,Corneille
CID.pdf,du palais cela se peut passer dans une rue mais après le soufflet reçu don diègue ne peut pas,Corneille
CID.pdf,demeurer en cette rue à faire ses plaintes attendant que son fils,Corneille
CID.pdf,survienne quil ne soit tout aussitôt environné de peuple et ne reçoive loffre de quelques amis,Corneille
CID.pdf,ainsi il serait plus à propos quil se plaignît dans sa maison où le met lespagnol pour laisser,Corneille
CID.pdf,aller ses sentiments en liberté mais en ce cas il faudrait délier les scènes comme il a fait en,Corneille
CID.pdf,létat où elles sont ici on peut dire quil faut quelquefois aider au théâtre et suppléer,Corneille
CID.pdf,favorablement ce qui ne sy peut représenter deux personnes sy arrêtent pour parler et quelquefois,Corneille
CID.pdf,il faut présumer quils marchent ce quon ne peut exposer sensiblement à la vue parce quils,Corneille
CID.pdf,échapperaient aux yeux avant que davoir pu dire ce quil est nécessaire quils fassent savoir à,Corneille
CID.pdf,lauditeur ainsi par une fiction de théâtre on peut simaginer que don diègue et le comte sortant du,Corneille
CID.pdf,palais du roi avancent toujours en se querellant et sont arrivés devant la maison de ce premier,Corneille
CID.pdf,lorsquil reçoit le soufflet qui loblige à y entrer pour y chercher du secours si cette fiction,Corneille
CID.pdf,poétique ne vous satisfait point laissonsle dans la place publique et disons que le concours du,Corneille
CID.pdf,peuple autour de lui après cette offense et les offres de service que lui font les premiers amis,Corneille
CID.pdf,qui sy rencontrent sont des circonstances que le roman ne doit pas oublier mais que ces menues,Corneille
CID.pdf,actions ne servant de rien à la principale il nest pas besoin que le poète sen embarrasse sur la,Corneille
CID.pdf,scène horace len dispense par ces vers hoc amet hoc spernat promissi carminis auctor pleraque,Corneille
CID.pdf,negligat et ailleurs semper ad eventum festinet cest ce qui ma fait négliger au troisième acte de,Corneille
CID.pdf,donner à don diègue pour aide à chercher son fils aucun des cinq cents amis quil avait chez lui il,Corneille
CID.pdf,y a grande apparence que quelquesuns deux ly accompagnaient et même que quelques autres le,Corneille
CID.pdf,cherchaient pour lui dun autre côté mais ces accompagnements inutiles de personnes qui nont rien à,Corneille
CID.pdf,dire puisque celui quils accompagnent a seul tout lintérêt à laction ces sortes daccompagnements,Corneille
CID.pdf,disje ont toujours mauvaise grâce au théâtre et dautant plus que les comédiens nemploient à ces,Corneille
CID.pdf,personnages muets que leurs moucheurs de chandelles et leurs valets qui ne savent quelle posture,Corneille
CID.pdf,tenir les funérailles du comte étaient encore une chose fort embarrassante soit quelles se soient,Corneille
CID.pdf,faites avant la fin de la pièce soit que le corps ait demeuré en présence dans son hôtel attendant,Corneille
CID.pdf,quon y donnât ordre le moindre mot que jen eusse laissé dire pour en prendre soin eût rompu toute,Corneille
CID.pdf,la chaleur de lattention et rempli lauditeur dune fâcheuse idée jai cru plus à propos de les,Corneille
CID.pdf,dérober à son imagination par mon silence aussi bien que le lieu précis de ces quatre scènes du,Corneille
CID.pdf,premier acte dont je viens de parler et je massure que cet artifice ma si bien réussi que peu de,Corneille
CID.pdf,personnes ont pris garde à lun ni à lautre et que la plupart des spectateurs laissant emporter,Corneille
CID.pdf,leurs esprits à ce quils ont vu et entendu de pathétique en ce poème ne se sont point avisés de,Corneille
CID.pdf,réfléchir sur ces deux,Corneille
CID.pdf,considérations jachève par une remarque sur ce que dit horace que ce quon expose à la vue touche,Corneille
CID.pdf,bien plus que ce quon napprend que par un récit cest sur quoi je me suis fondé pour faire voir le,Corneille
CID.pdf,soufflet que reçoit don diègue et cacher aux yeux la mort du comte afin dacquérir et conserver à,Corneille
CID.pdf,mon premier acteur lamitié des auditeurs si nécessaire pour réussir au théâtre lindignité dun,Corneille
CID.pdf,affront fait à un vieillard chargé dannées et de victoires les jette aisément dans le parti de,Corneille
CID.pdf,loffensé et cette mort quon vient dire au roi tout simplement sans aucune narration touchante,Corneille
CID.pdf,nexcite point en eux la commisération quy eût fait naître le spectacle de son sang et ne leur donne,Corneille
CID.pdf,aucune aversion pour ce malheureux amant quils ont vu forcé par ce quil devait à son honneur den,Corneille
CID.pdf,venir à cette extrémité malgré lintérêt et la tendresse de son amour,Corneille
CID.pdf,acteurs don fernand premier roi de castille dona urraque infante de castille don diègue père de don,Corneille
CID.pdf,rodrigue don gomes comte de gormas père de chimène don rodrigueamant de chimène don sanche amoureux,Corneille
CID.pdf,de chimène don arias gentilhomme castillan don alonse gentilhomme castillan chimène fille de don,Corneille
CID.pdf,gomès léonor gouvernante de linfante elvire gouvernante de chimène un page de linfante la scène est,Corneille
CID.pdf,à séville nota le texte est conforme à lédition se situant dans les oeuvres complètes de p,Corneille
CID.pdf,corneille revue et annotée par j taschereau paris p jannet tome pp,Corneille
CID.pdf,acte i scène première chimène elvire chimène elvire mastu fait un rapport bien sincère ne,Corneille
CID.pdf,déguisestu rien de ce qua dit mon père elvire tous mes sens à moimême en sont encor charmés il,Corneille
CID.pdf,estime rodrigue autant que vous laimez et si je ne mabuse à lire dans son âme il vous commandera de,Corneille
CID.pdf,répondre à sa flamme chimène dismoi donc je te prie une seconde fois ce qui te fait juger quil,Corneille
CID.pdf,approuve mon choix apprendsmoi de nouveau quel espoir jen dois prendre un si charmant discours ne,Corneille
CID.pdf,se peut trop entendre tu ne peux trop promettre aux feux de notre amour la douce liberté de se,Corneille
CID.pdf,montrer au jour brigue désir ambitieux pour obtenir que tatil répondu sur la secrète brigue quelque,Corneille
CID.pdf,charge ou dignité où lon que font auprès de toi don sanche et don rodrigue tâche de parvenir plus,Corneille
CID.pdf,par adresse que par mérite se dit aussi de la cabale qui nastu point trop fait voir quelle,Corneille
CID.pdf,inégalité est intéressée à soutenir un parti que entre ces deux amants me penche dun côté lautre,Corneille
CID.pdf,dans une élection f elvire non jai peint votre coeur dans une indifférence qui nenfle daucun deux,Corneille
CID.pdf,ni détruit lespérance et sans les voir dun oeil trop sévère ou trop doux attend lordre dun père à,Corneille
CID.pdf,choisir un époux ce respect la ravi sa bouche et son visage men ont donné sur lheure un digne,Corneille
CID.pdf,témoignage et puisquil vous en faut encor faire un récit voici deux et de vous ce quen hâte il ma,Corneille
CID.pdf,dit elle est dans le devoir tous deux sont dignes delle tous deux formés dun sang noble vaillant,Corneille
CID.pdf,fidèle jeunes mais qui font lire aisément dans leurs yeux léclatante vertu de leurs braves aïeux,Corneille
CID.pdf,don rodrigue surtout na trait en son visage qui dun homme de coeur ne soit la haute image et sort,Corneille
CID.pdf,dune maison si féconde en guerriers,Corneille
CID.pdf,quils y prennent naissance au milieu des lauriers la valeur de son père en son temps sans pareille,Corneille
CID.pdf,tant qua duré sa force a passé pour merveille ses rides sur son front ont gravé ses exploits le,Corneille
CID.pdf,vers a été repris par jean et nous disent encor ce quil fut autrefois racine dans sa comédie les,Corneille
CID.pdf,plaideurs de ce qui offusqua je me promets du fils ce que jai vu du père corneille et ma fille en,Corneille
CID.pdf,un mot peut laimer et me plaire il allait au conseil dont lheure qui pressait a tranché ce discours,Corneille
CID.pdf,quà peine il commençait mais à ce peu de mots je crois que sa pensée entre vos deux amants nest pas,Corneille
CID.pdf,fort balancée le roi doit à son fils élire un gouverneur et cest lui que regarde un tel degré,Corneille
CID.pdf,dhonneur ce choix nest pas douteux et sa rare vaillance ne peut souffrir quon craigne aucune,Corneille
CID.pdf,concurrence comme ses hauts exploits le rendent sans égal dans un espoir si juste il sera sans,Corneille
CID.pdf,rival et puisque don rodrigue a résolu son père au sortir du conseil à proposer laffaire je vous,Corneille
CID.pdf,laisse à juger sil prendra bien son temps et si tous vos désirs seront bientôt contents chimène il,Corneille
CID.pdf,semble toutefois que mon âme troublée refuse cette joie et sen trouve accablée un moment donne au,Corneille
CID.pdf,sort des visages divers et dans ce grand bonheur je crains un grand revers elvire vous verrez cette,Corneille
CID.pdf,crainte heureusement déçue chimène allons quoi quil en soit en attendre lissue scène ii linfante,Corneille
CID.pdf,léonor le page linfante page allez avertir chimène de ma part quaujourdhui pour me voir elle attend,Corneille
CID.pdf,un peu tard et que mon amitié se plaint de sa paresse léonor madame chaque jour même désir vous,Corneille
CID.pdf,presse et dans son entretien je vous vois chaque jour demander en quel point se trouve son amour,Corneille
CID.pdf,linfante ce nest pas sans sujet je lai presque forcée à recevoir les traits dont son âme est,Corneille
CID.pdf,blessée elle aime don rodrigue et le tient de ma main et par moi don rodrigue a vaincu son dédain,Corneille
CID.pdf,ainsi de ces amants ayant formé les chaînes,Corneille
CID.pdf,je dois prendre intérêt à voir finir leurs peines léonor madame toutefois parmi leurs bons succès,Corneille
CID.pdf,vous montrez un chagrin qui va jusquà lexcès cet amour qui tous deux les comble dallégresse faitil,Corneille
CID.pdf,de ce grand coeur la profonde tristesse et ce grand intérêt que vous prenez pour eux vous rendil,Corneille
CID.pdf,malheureuse alors quils sont heureux mais je vais trop avant et deviens indiscrète linfante ma,Corneille
CID.pdf,tristesse redouble à la tenir secrète écoute écoute enfin comme jai combattu écoute quels assauts,Corneille
CID.pdf,brave encor ma vertu lamour est un tyran qui népargne personne ce jeune cavalier cet amant que je,Corneille
CID.pdf,donne je laime léonor vous laimez linfante mets la main sur mon coeur et vois comme il se trouble,Corneille
CID.pdf,au nom de son vainqueur comme il le reconnaît léonor pardonnezmoi madame si je sors du respect pour,Corneille
CID.pdf,blâmer cette flamme une grande princesse à ce point soublier que dadmettre en son coeur un simple,Corneille
CID.pdf,cavalier et que dirait le roi que dirait la castille vous souvientil encor de qui vous êtes fille,Corneille
CID.pdf,linfante il men souvient si bien que jépandrai mon sang avant que je mabaisse à démentir mon rang,Corneille
CID.pdf,je te répondrais bien que dans les belles âmes le seul mérite a droit de produire des flammes et si,Corneille
CID.pdf,ma passion cherchait à sexcuser mille exemples fameux pourraient lautoriser mais je nen veux point,Corneille
CID.pdf,suivre où ma gloire sengage la surprise des sens nabat point mon courage et je me dis toujours,Corneille
CID.pdf,quétant fille de roi tout autre quun monarque est indigne de moi quand je vis que mon coeur ne se,Corneille
CID.pdf,pouvait défendre moimême je donnai ce que je nosais prendre je mis au lieu de moi chimène en ses,Corneille
CID.pdf,liens et jallumai leurs feux pour éteindre les miens ne tétonne donc plus si mon âme gênée avec,Corneille
CID.pdf,impatience attend leur hyménée tu vois que mon repos en dépend aujourdhui si lamour vit despoir il,Corneille
CID.pdf,périt avec lui cest un feu qui séteint faute de nourriture,Corneille
CID.pdf,et malgré la rigueur de ma triste aventure si chimène a jamais rodrigue pour mari mon espérance est,Corneille
CID.pdf,morte et mon esprit guéri je souffre cependant un tourment incroyable jusques à cet hymen rodrigue,Corneille
CID.pdf,mest aimable je travaille à le perdre et le perds à regret et de là prend son cours mon déplaisir,Corneille
CID.pdf,secret je vois avec chagrin que lamour me contraigne à pousser des soupirs pour ce que je dédaigne,Corneille
CID.pdf,je sens en deux partis mon esprit divisé si mon courage est haut mon coeur est embrasé cet hymen,Corneille
CID.pdf,mest fatal je le crains et souhaite je nose en espérer quune joie imparfaite ma gloire et mon amour,Corneille
CID.pdf,ont pour moi tant dappas que je meurs sil sachève ou ne sachève pas léonor madame après cela je nai,Corneille
CID.pdf,rien à vous dire sinon que de vos maux avec vous je soupire je vous blâmais tantôt je vous plains à,Corneille
CID.pdf,présent mais puisque dans un mal si doux et si cuisant votre vertu combat et son charme et sa force,Corneille
CID.pdf,en repousse lassaut en rejette lamorce elle rendra le calme à vos esprits flottants espérez donc,Corneille
CID.pdf,tout delle et du secours du temps espérez tout du ciel il a trop de justice pour laisser la vertu,Corneille
CID.pdf,dans un si long supplice linfante ma plus douce espérance est de perdre lespoir le page par vos,Corneille
CID.pdf,commandements chimène vous vient voir linfante à léonor allez lentretenir en cette galerie léonor,Corneille
CID.pdf,voulezvous demeurer dedans la rêverie linfante non je veux seulement malgré mon déplaisir remettre,Corneille
CID.pdf,mon visage un peu plus à loisir je vous suis juste ciel doù jattends mon remède mets enfin quelque,Corneille
CID.pdf,borne au mal qui me possède assure mon repos assure mon honneur dans le bonheur dautrui je cherche,Corneille
CID.pdf,mon bonheur cet hyménée à trois également importe rends son effet plus prompt ou mon âme plus forte,Corneille
CID.pdf,dun lien conjugal joindre ces deux amants cest briser tous mes fers et finir mes tourments mais je,Corneille
CID.pdf,tarde un peu trop allons trouver chimène et par son entretien soulager notre peine,Corneille
CID.pdf,scène iii le comte don diègue le comte enfin vous lemportez et la faveur du roi vous élève en un,Corneille
CID.pdf,rang qui nétait dû quà moi il vous fait gouverneur du prince de castille don diègue cette marque,Corneille
CID.pdf,dhonneur quil met dans ma famille montre à tous quil est juste et fait connaître assez quil sait,Corneille
CID.pdf,récompenser les services passés le comte pour grands que soient les rois ils sont ce que nous,Corneille
CID.pdf,sommes ils peuvent se tromper comme les autres hommes et ce choix sert de preuve à tous les,Corneille
CID.pdf,courtisans quils savent mal payer les services présents don diègue ne parlons plus dun choix dont,Corneille
CID.pdf,votre esprit sirrite la faveur la pu faire autant que le mérite mais on doit ce respect au pouvoir,Corneille
CID.pdf,absolu de nexaminer rien quand un roi la voulu à lhonneur quil ma fait ajoutezen un autre joignons,Corneille
CID.pdf,dun sacré noeud ma maison à la vôtre vous navez quune fille et moi je nai quun fils leur hymen nous,Corneille
CID.pdf,peut rendre à jamais plus quamis faitesnous cette grâce et lacceptez pour gendre le comte à des,Corneille
CID.pdf,partis plus hauts ce beau fils doit prétendre et le nouvel éclat de votre dignité lui doit enfler,Corneille
CID.pdf,le coeur dune autre vanité exercezla monsieur et gouvernez le prince montrezlui comme il faut régir,Corneille
CID.pdf,une province faire trembler partout les peuples sous sa loi remplir les bons damour et les méchants,Corneille
CID.pdf,deffroi joignez à ces vertus celles dun capitaine montrezlui comme il faut sendurcir à la peine,Corneille
CID.pdf,dans le métier de mars se rendre sans égal passer les jours entiers et les nuits à cheval reposer,Corneille
CID.pdf,tout armé forcer une muraille et ne devoir quà soi le gain dune bataille instruisezle dexemple et,Corneille
CID.pdf,rendezle parfait expliquant à ses yeux vos leçons par leffet don diègue pour sinstruire dexemple en,Corneille
CID.pdf,dépit de lenvie il lira seulement lhistoire de ma vie là dans un long tissu de belles actions il,Corneille
CID.pdf,verra comme il faut dompter des nations,Corneille
CID.pdf,attaquer une place ordonner une armée et sur de grands exploits bâtir sa renommée le comte les,Corneille
CID.pdf,exemples vivants sont dun autre pouvoir un prince dans un livre apprend mal son devoir et qua fait,Corneille
CID.pdf,après tout ce grand nombre dannées que ne puisse égaler une de mes journées si vous fûtes vaillant,Corneille
CID.pdf,je le suis aujourdhui et ce bras du royaume est le plus ferme appui aragon grande province despagne,Corneille
CID.pdf,grenade et laragon tremblent quand ce fer brille grenade ville despagne à une des douze,Corneille
CID.pdf,capitaineries du mon nom sert de rempart à toute la castille km au sud de madrid près du royaume,Corneille
CID.pdf,est située entre celle de confluent de xénil et du darro au sans moi vous passeriez bientôt sous,Corneille
CID.pdf,dautres lois vieillecastille et de navarre à louest milieu dune vaste et riche plaine b de,Corneille
CID.pdf,catalogne à lest de et vous auriez bientôt vos ennemis pour rois nouvellecastille au sud et touche,Corneille
CID.pdf,à chaque jour chaque instant pour rehausser ma gloire la france par sa frontière met lauriers sur,Corneille
CID.pdf,lauriers victoire sur victoire septentrionale saragosse en est la capitale b le prince à mes côtés,Corneille
CID.pdf,ferait dans les combats lessai de son courage à lombre de mon bras il apprendrait à vaincre en me,Corneille
CID.pdf,regardant faire et pour répondre en hâte à son grand caractère il verrait don diègue je le sais,Corneille
