filename,text_chunk,author
ATHALIE.pdf,courroux tomber la violence princesse en ce péril vous gardez le silence hé quoi pour un enfant qui,Racine
HORACE.pdf,vers de léd comme vous je lespère commence par jose encore lespérer camille et je nose y songer,Corneille
PLAIDEURS.pdf,parfois monsieur perrin dandin tout franc vous vous levez tous les jours trop matin qui veut,Racine
PHEDRE.pdf,vous aviez des deux mers assuré les rivages le libre voyageur ne craignait plus doutrages hercule,Racine
MENTEUR.pdf,clarice un menteur est toujours prodigue de serments dorante non si vous avez eu pour moi quelque,Corneille
POLYEUCTE.pdf,genoux félix je parle de néarque et non de votre époux quelque indigne quil soit de ce doux nom de,Corneille
HORACE.pdf,choix serait trop acheté si lon nous soupçonnait de quelque lâcheté le vieil horace jen aurai soin,Corneille
MORTPOMPEE.pdf,est généreux jen veux être daccord mais le roi le veut perdre et son rival est mort sa vertu laisse,Corneille
ATHALIE.pdf,avant le temps et ne se précipite et que chacun enfin dun même esprit poussé garde en mourant le,Racine
BRITANNICUS.pdf,votre confiance othon sénécion jeunes voluptueux et de tous vos plaisirs flatteurs respectueux et,Racine
RODOGUNE.pdf,ordonnez princesse au nom des dieux au nom de cette flamme rodogune un mot ne fait pas voir jusques,Corneille
ATHALIE.pdf,trouble funeste jadmirais sa douceur son air noble et modeste jai senti tout à coup un homicide,Racine
CID.pdf,est humilié scène iii v à don rodrigue se désole seul de la honte davoir perdu son épée scène iv v,Corneille
PHEDRE.pdf,fureur à vousmême fatale phèdre oenone qui leût crû javais une rivale oenone comment phèdre,Racine
POLYEUCTE.pdf,souvent saccordent mal ensemble et me dût leur colère écraser à tes yeux nous en avons beaucoup,Corneille
CID.pdf,mest aimable je travaille à le perdre et le perds à regret et de là prend son cours mon déplaisir,Corneille
ATHALIE.pdf,dochosias au peuple ont annoncé le fils ont conté son enfance au glaive dérobée et la fille dachab,Racine
PHEDRE.pdf,tressée de ses mains un vieux serviteur qui a lexpérience de la vie et de la colère des dieux quand,Racine
CID.pdf,sans un prompt repentir à deux rivaux pour moi je fais prendre les armes le plus heureux succès me,Corneille
ANDROMAQUE.pdf,si chères pyrrhus va mattendre phoenix scène vii pyrrhus andromaque céphise pyrrhus continue madame,Racine
IPHIGENIE.pdf,menaçante oubliezvous ici qui vous interrogez,Racine
CID.pdf,les faux bruits quand on saura mon crime et que ta flamme dure que ne publieront point lenvie et,Corneille
POLYEUCTE.pdf,je vous avais offerte au lieu de le sauver précipite sa perte jai prié menacé mais sans vous,Corneille
ATHALIE.pdf,lexécuter cet enfant ce trésor quil faut quon me remette où sontils joad sur le champ tu seras,Racine
PHEDRE.pdf,qualité de déesse ne doit pas assister aux derniers moments dun mortel se retire tandis que thésée,Racine
MENTEUR.pdf,gentilhomme et ment comme tu fais il ment quand il le dit et ne le fut jamais estil vice plus bas,Corneille
POLYEUCTE.pdf,sévère cet avis serait bon pour quelque âme commune sil tient entre ses mains ma vie et ma fortune,Corneille
MORTPOMPEE.pdf,voluptatem uteretur,Corneille
MITHRIDATE.pdf,flatte qui peut de son vainqueur mieux parler que lingrate voyons qui son amour accusera des deux,Racine
MENTEUR.pdf,supplice mais comme jignorais si lucrèce et son sort pouvaient avec le vôtre avoir quelque rapport,Corneille
CINNA.pdf,et que lhonneur oppose au coup précipité de mon ingratitude et de ma lâcheté mais plutôt continue à,Corneille
MORTPOMPEE.pdf,événements mais il sy en trouvera peu qui soient arrivés comme je les fais arriver je ny ai ajouté,Corneille
BAJAZET.pdf,liste des oeuvres théâtrales de jean racine le corpus théâtral de jean racine se compose de douze,Racine
MENTEUR.pdf,bras géronte avant quêtre au hasard quun autre bras timmole je veux dans ma maison avoir qui men,Corneille
CINNA.pdf,mais lun cruel barbare est mort aimé tranquille comme un bon citoyen dans le sein de sa ville,Corneille
BAJAZET.pdf,nommait orcan amurat des les premiers jours de son règne le fit étrangler le troisième était,Racine
MORTPOMPEE.pdf,péril en rabat cette ombre qui la couvre en affaiblit léclat lamour même sy mêle et le force à,Corneille
ILLUSIONCOMIQUE.pdf,jamais de secret ce grand train quà leurs pas leur grandeur propre attache nest quun grand corps,Corneille
IPHIGENIE.pdf,préface il ny a rien de plus célèbre dans les poètes que le sacrifice diphigénie mais ils ne,Racine
IPHIGENIE.pdf,me vintil enlever ou ma femme ou ma soeur quaije à me plaindre où sont les pertes que jai faites je,Racine
HORACE.pdf,royaume durant le dit temps sous prétexte daugmentation correction et changement de titre ou,Corneille
PHEDRE.pdf,de sa passion on ne sy serait pas attendu vraiment aricie ellemême aricie qui pressait auparavant,Racine
CINNA.pdf,moses aimer et tu noses mourir tu prétends un peu trop mais quoi que tu prétendes rendstoi digne du,Corneille
PHEDRE.pdf,oenone m mounetsully hippolyte m silvain thésée m martel théramène je ne parle point du rôle,Racine
BAJAZET.pdf,la mer noire m le comte de cézy disait que cétait un prince de bonne mine il a écrit depuis les,Racine
MITHRIDATE.pdf,troupes et qui força ce prince à se vouloir empoisonner et à se passer son épée au travers du corps,Racine
CINNA.pdf,hanc poenam qua sola erat contentus futurus extenderet vitam tibi inquit cinna iterum do prius,Corneille
MENTEUR.pdf,est commode à rêver dorante ta joie est peu commune et pour revoir un père un tel homme que nous ne,Corneille
CINNA.pdf,les deux dans les tourments ravi na point mêlé de crainte à la fureur degnace dont cinna maintenant,Corneille
ANDROMAQUE.pdf,de fers de regrets consumé brûlé de plus de feux que je nen allumai tant de soins tant de pleurs,Racine
IPHIGENIE.pdf,fruits reconnaissez les coups que vous aurez conduits iphigénie ah seigneur ah cruel mais il fuit,Racine
CINNA.pdf,en devoir par le présent que je vous fait de ce poème que ai choisi comme le plus durable des miens,Corneille
PHEDRE.pdf,main a nourris il veut les rappeler et sa voix les effraie ils courent tout son corps nest bientôt,Racine
BRITANNICUS.pdf,scène vi junie britannicus narcisse britannicus madame quel bonheur me rapproche de vous quoi je,Racine
CID.pdf,sera doux aussi bien que larrêt attendre après mon crime une lente justice cest reculer ta gloire,Corneille
BAJAZET.pdf,madame et dépoux et damant ô ciel de ce discours quel est le fondement qui peut vous avoir fait ce,Racine
PHEDRE.pdf,de la nuit le choeur composé des femmes de trézène nous apprend que phèdre est frappée dune maladie,Racine
MITHRIDATE.pdf,sil en est temps encor cours et sauve la reine ces mots mont fait trembler pour vous pour xipharès,Racine
CID.pdf,on ne manque jamais à leur applaudir quand on entre dans leurs sentiments et le seul moyen de leur,Corneille
ANDROMAQUE.pdf,faut bien une fois justifier sa haine jabandonne son fils que de pleurs vont couler de quel nom sa,Racine
POLYEUCTE.pdf,mépris son esprit indigné que met au désespoir cet hymen de pauline du courroux de décie,Corneille
BAJAZET.pdf,conduit de tout temps mais pour mieux commencer hâtonsnous lun et lautre dassurer à la fois mon,Racine
PHEDRE.pdf,vertu qui brille sur son front innocent mais thésée ne sy laissera point tromper et quand il le,Racine
MORTPOMPEE.pdf,ptolémée allez et hâtezvous dassurer ma couronne et vous ressouvenez que je mets en vos mains le,Corneille
IPHIGENIE.pdf,scène ix agamemnon gardes agamemnon grands dieux si votre haine persévère à vouloir larracher de,Racine
BRITANNICUS.pdf,regards errants à laventure tout vous rit la fortune obéit à vos voeux néron narcisse cen est fait,Racine
ANDROMAQUE.pdf,nest pas seulement du coeur que vous jugez de la bonté dun ouvrage cest avec une intelligence,Racine
BAJAZET.pdf,me ferez jamais prononcer que je laime puisque jamais je naimerai que vous ah de la trahison me,Racine
HORACE.pdf,elle senferrerait dellemême par désespoir en voyant son frère lépée à la main ce frère ne,Corneille
RODOGUNE.pdf,trembler du coup dont jempêchai quil nous pût accabler,Corneille
PLACEROYALE.pdf,pouvoir quils ont eu ne senstu point déjà ton âme un peu plus gaie doraste tu me forces à rire en,Corneille
BAJAZET.pdf,penser ma bouche seulement eut pu le prononcer mais lun ni lautre enfin nétait point nécessaire la,Racine
BRITANNICUS.pdf,néron la vu mourir sans changer de couleur ses yeux indifférents ont déjà la constance dun tyran,Racine
ATHALIE.pdf,soin de peindre et dorner son visage pour réparer des ans lirréparable outrage tremble matelle dit,Racine
PHEDRE.pdf,vois de tes froideurs le principe odieux phèdre seule charmait tes impudiques yeux,Racine
IPHIGENIE.pdf,mes efforts je connais limpuissance je cède et laisse aux dieux opprimer linnocence la victime,Racine
ATHALIE.pdf,toute alliance david mest en horreur et les fils de ce roi quoique nés de mon sang sont étrangers,Racine
ATHALIE.pdf,le dieu jaloux nestu plus le dieu des vengeances une voix seule triste reste de nos rois chère et,Racine
PLAIDEURS.pdf,un chicaneur petit jean holà chicanneau qui nose plus plaider la comtesse que timporte cela questce,Racine
BERENICE.pdf,laimable bérénice entendrait de ma bouche quon labandonne ah reine et qui laurait pensé que ce mot,Racine
RODOGUNE.pdf,achèverai le reste une autre fois un des princes survient elle veut se retirer,Corneille
ILLUSIONCOMIQUE.pdf,défaut de mon affection jassurai vos appas de ma protection isabelle après matamore on vint ici,Corneille
HORACE.pdf,vos deux fils vous portez le trépas et que déjà votre âme étant trop résolue ma consolation vous,Corneille
ILLUSIONCOMIQUE.pdf,dieu et ne veut sadresser quaux filles de bon lieu je ne mérite pas lhonneur de ses caresses,Corneille
PLACEROYALE.pdf,une pareille,Corneille
MORTPOMPEE.pdf,des dites pièces en celle de notre très cher féal et sieur séguier chancelier de france avant que,Corneille
HORACE.pdf,si p vu ar re i a nte v de léd est sil et combien vous montrez dardeur pour son service de sa,Corneille
CID.pdf,chose à examiner sur la manière dont ce dernier agit qui ne paraît pas assez vigoureuse en ce quil,Corneille
BERENICE.pdf,justice de son temps la thébaïde ou les rère ennemis représentée pour le première fois le juin au,Racine
PHEDRE.pdf,sattache tout entière à sa proie lhabileté parmi les hommes consiste à cacher le mal il sagit de,Racine
MORTPOMPEE.pdf,quil eût trouvée en moi quil eût voulu souffrir quun bonheur de mes armes eût vaincu ses soupçons,Corneille
BAJAZET.pdf,se peut en conséquence que certaines rimes des textes en vers ne semblent pas rimer les mots encor,Racine
MORTPOMPEE.pdf,rien quavec inquiétude ptolémée sauveronsnous pompée photin il faudrait faire effort si nous,Corneille
RODOGUNE.pdf,rodogune et moi si mon destin entre ses mains me livre pour un autre que vous sil mordonne de vivre,Corneille
BAJAZET.pdf,circonstances mais comme ce changement nest pas fort considérable je ne pense pas aussi quil soit,Racine
RODOGUNE.pdf,plaindre pour vous faire régner ce serait vous contraindre vous donner la couronne en vous,Corneille
MORTPOMPEE.pdf,capable quand il y arriva puisquil ny tarda pas plus dun an le caractère de cléopatre garde une,Corneille
MITHRIDATE.pdf,vous plaisez cet ennemi de rome et cet autre vousmême enfin ce xipharès que vous voulez que jaime,Racine
CINNA.pdf,ferrum et quum defixum videret nec ex conventione jam sed ex conscientia tacentem quo inquit hoc,Corneille
POLYEUCTE.pdf,me quitter tu veux donc me séduire polyeucte cest peu daller au ciel je vous y veux conduire,Corneille
IPHIGENIE.pdf,flatté mais cependant seigneur que fautil que je croie dun bruit qui me surprend et me comble de,Racine
PHEDRE.pdf,nespère quen vous phèdre on dit quun prompt départ vous éloigne de nous seigneur à vos douleurs je,Racine
MORTPOMPEE.pdf,ce quil a traité en épique tu trouveras ici cent ou deux cents vers traduits ou imités de lui jai,Corneille
CINNA.pdf,sang répandu de mille conjurés rend mes jours plus maudits et non plus assurés octave nattends plus,Corneille
PLACEROYALE.pdf,soucis la liberté bannie me soumet en esclave à trop de tyrannie jai honte de souffrir les maux,Corneille
CID.pdf,affaiblie pour avoir soin de lui fautil que je moublie on le vante on le loue et mon coeur y,Corneille
POLYEUCTE.pdf,gloire et de lumière ce dieu tout juste et bon peut souffrir ma prière sil y daigne écouter un,Corneille
PHEDRE.pdf,fait pour combattre un amour impie tout dabord elle a haï ce prince elle a élevé un temple à vénus,Racine
ANDROMAQUE.pdf,lire au fond de ma pensée et ne voyaistu pas dans mes emportements que mon coeur démentait ma,Racine
RODOGUNE.pdf,achevant sur moi et si du ciel trop lent à la réduire en poudre son crime redoublé peut arracher la,Corneille
HORACE.pdf,et je te traiterais comme jai fait mon frère hélas jétais aveugle en mes voeux aujourdhui jen ai,Corneille
POLYEUCTE.pdf,choquait son courroux luimême assurément se perdrait avec nous je veux tenter pourtant encore une,Corneille
PHEDRE.pdf,approche se brise et vomit à nos yeux parmi des flots décume un monstre furieux son front large est,Racine
MORTPOMPEE.pdf,laisse couler des pleurs et forçant sa vertu dêtre encore la maîtresse se montre généreux par un,Corneille
MORTPOMPEE.pdf,préparer la mort ptolémée jai fait ce que les dieux mont inspiré de faire et que pour mon état jai,Corneille
BRITANNICUS.pdf,ne vous avertisse quil faut quon me respecte et que lon mobéisse britannicus ils ne nous ont pas vu,Racine
BRITANNICUS.pdf,contraindrezvous césar jusque dans ses amours agrippine quoi tu ne vois donc pas jusquoù lon me,Racine
MITHRIDATE.pdf,votre front comme un gage assuré de lempire de pont maître de cet état que mon père me laisse,Racine
MORTPOMPEE.pdf,texte ou labrégé des auteurs dont cette histoire est tirée afin que tu pusses remarquer en quoi je,Corneille
ILLUSIONCOMIQUE.pdf,parlez à son père et bientôt son pouvoir remettra son esprit aux termes du devoir adraste je viens,Corneille
ILLUSIONCOMIQUE.pdf,durent jusquau trépas mon âme derechef pardonne à la surprise que ce tyran des coeurs a faite à ma,Corneille
RODOGUNE.pdf,de cette illusion sitôt quil peut le perdre il prend loccasion telle est pour moi la reine,Corneille
RODOGUNE.pdf,le silence lorsque dans ses forfaits sur nos fronts imprimés je vois les traits honteux dont nous,Corneille
PHEDRE.pdf,athènes en gémit trézène en est instruite et déjà pour son roi reconnaît hippolyte phèdre dans ce,Racine
RODOGUNE.pdf,ne le demande cependant je possède et leur droit incertain me laisse avec leur sort leur sceptre,Corneille
ANDROMAQUE.pdf,larmes je ne fais contre moi que vous donner des armes je croyais apporter plus de haine en ces,Racine
CID.pdf,scène iii chimène elvire chimène enfin je me vois libre et je puis sans contrainte de mes vives,Corneille
MORTPOMPEE.pdf,naissance leur âme dans leur sang prend des impressions qui dessous leur vertu rangent leurs,Corneille
PHEDRE.pdf,démouvoir les passions frappa tellement son imagination tendre et vive quil se promit bien dèslors,Racine
MITHRIDATE.pdf,chercher au bout du monde un trépas glorieux vous cependant ici servez avec son frère et vendez aux,Racine
PHEDRE.pdf,premiers regards je lai vu se confondre ses yeux qui vainement voulaient vous éviter déjà pleins de,Racine
MENTEUR.pdf,tant dintrigues que fait notre menteur en un mot ce nest ici quune copie dun excellent original,Corneille
ILLUSIONCOMIQUE.pdf,loffre dun diadème je dédaigne un rival en un mot je vous aime cest aux commencements des faibles,Corneille
CID.pdf,prompte à punir chimène cest le dernier remède et sil y faut venir et que de mes malheurs cette,Corneille
CINNA.pdf,quelle impatience à quels frémissements à quelle violence ces indignes trépas quoique mal figurés,Corneille
MENTEUR.pdf,que je te vois prendre un périlleux emploi où lardeur pour la gloire à tout oser convie et force à,Corneille
ATHALIE.pdf,choeur quoi cest là josabet cest joas joad écoutons ce lévite scène v joas joasabet joad etc un,Racine
HORACE.pdf,allez vos frères vous attendent ne pensez quaux devoirs que vos pays demandent curiace quel adieu,Corneille
PHEDRE.pdf,thésée et ce feu dans trézène a donc recommencé oenone je vous ai dit seigneur tout ce qui sest,Racine
PHEDRE.pdf,sein quà bon droit votre gloire en tous lieux est semée et que la vérité passe la renommée vousmême,Racine
HORACE.pdf,que je te prie et quainsi mon pouvoir texcuse à ta patrie tu nes que trop fameux par tes autres,Corneille
BERENICE.pdf,toutefois il nous reste encore assez de jour je vais dans mon palais attendre ton retour va voir si,Racine
BAJAZET.pdf,témérité périls craintes communes,Racine
PLAIDEURS.pdf,jean ah gros comme le bras mais sans argent lhonneur nest quune maladie ma foi jétais un franc,Racine
PHEDRE.pdf,interdite tant de coups imprévus maccablent à la fois quils môtent la parole et métouffent la voix,Racine
RODOGUNE.pdf,dieux te donnaient lhyménée elle dont tu plaignais la perte imaginée séleucus considérer sa perte,Corneille
POLYEUCTE.pdf,un père qui chérit votre époux que votre époux révère et dont le juste choix vous a donnée à lui,Corneille
HORACE.pdf,ses pleurs vaincre ce grand courage lamenezvous ici chercher même avantage sabine non non mon frère,Corneille
MORTPOMPEE.pdf,trône et non du coeur je la veux éloigner car cest ne régner pas quêtre deux à régner un roi qui sy,Corneille
BAJAZET.pdf,peu plus doux,Racine
POLYEUCTE.pdf,statue par une main impie à leurs pieds abattue les mystères troublés le temple profané la fuite et,Corneille
PHEDRE.pdf,ce même esprit qui fut cause du peu de succès dathalie un des chefs doeuvre de la scène française,Racine
PHEDRE.pdf,plus morale plus austère mais à coup sur le drame eut été moins poignant nous trouvons encore dans,Racine
MITHRIDATE.pdf,donné pour courir une force nouvelle et malgré nos malheurs je me tiens trop heureux davoir paré le,Racine
BAJAZET.pdf,quoique à ne vous rien taire ce même amour peutêtre et ces mêmes bienfaits auraient du suppléer à,Racine
POLYEUCTE.pdf,combattre ou pour me seconder cet effort généreux de votre amour parfaite vientil à mon secours,Corneille
IPHIGENIE.pdf,vientil de me convaincre et de nous arrêter il presse cet hymen quon prétend quil diffère et vous,Racine
MENTEUR.pdf,métamorphoses préauxclercs prairie qui étaient dans tout le préauxclercs tu verras mêmes choses,Corneille
PHEDRE.pdf,misérable oenone aimezvous phèdre de lamour jai toutes les fureurs oenone pour qui phèdre tu vas,Racine
RODOGUNE.pdf,puissance mes ordres en étaient de point en point suivis quand je le menaçais du retour de mes fils,Corneille
RODOGUNE.pdf,consume princesse à notre espoir ôtez cette amertume et permettez que lheur qui suivra votre époux,Corneille
CINNA.pdf,marcel plaute lénas pompone albin icile maxime quaprès toi javais le plus aimé le reste ne vaut pas,Corneille
ILLUSIONCOMIQUE.pdf,deux amants parfaits dont vous étiez servie lun doit mourir demain lautre est déjà sans vie sans,Corneille
BRITANNICUS.pdf,discours vous blesse et que votre courroux tremblant irrésolu craint déjà dobtenir tout ce quil a,Racine
ILLUSIONCOMIQUE.pdf,ce château voisin de pas un que je sache il na déçu lattente quiconque le consulte en sort lâme,Corneille
ILLUSIONCOMIQUE.pdf,alcandre voyez si pas un deux sy montre négligent pridamant je vois clindor ah dieux quelle étrange,Corneille
MENTEUR.pdf,que laisser désunis ceux que le ciel a joint la raison le défend et je sens dans mon âme un violent,Corneille
MENTEUR.pdf,poussaient des harmonies dont on pouvait nommer les douceurs infinies le cinquième était grand,Corneille
MENTEUR.pdf,accomplis à compter du jour quils seront achevés dimprimer pour la première fois pendant le temps,Corneille
CID.pdf,naccomplisse quoiquabsent de ses yeux il me faille endurer sire ce mest trop dheur de pouvoir,Corneille
MENTEUR.pdf,ten ai voulu faire part en passant dorante tu tacquiers dautant plus un coeur reconnaissant enfin,Corneille
MENTEUR.pdf,ou posséder un bien quon ne peut trop chérir,Corneille
ATHALIE.pdf,faible enfant que votre il prévenu peutêtre sans raison croit avoir reconnu athalie je le veux,Racine
PLAIDEURS.pdf,troublez point répondez à votre aise on ne veut pas rien faire ici qui vous déplaise,Racine
MORTPOMPEE.pdf,vouloir accorder à ces causes voulant gratifier lexposant nous lui avons permis et permettons de,Corneille
ANDROMAQUE.pdf,il semble que vous ayez voulu avoir autant davantage sur notre sexe par les connaissances et par la,Racine
BAJAZET.pdf,ennemis peutêtre dans le temps que je voudrais lui plaire feraient par leur désordre un effet tout,Racine
PLAIDEURS.pdf,tenons bien lintimé vous avez beau crier dandin mainforte lon me tue,Racine
MORTPOMPEE.pdf,cléopâtre comme de la justice il a de la bonté cornélie oui mais il fait juger à voir comme il,Corneille
MORTPOMPEE.pdf,la tragédie naurait pas été complète si je ne leusse poussée jusquau terme où je la fais finir cest,Corneille
POLYEUCTE.pdf,entiers et accomplis à compter du jour quelle sera achevée dimprimer pour la première fois et,Corneille
ATHALIE.pdf,lévite un lévite jignore contre dieu quel projet on médite mais lairain menaçant frémit de toutes,Racine
MENTEUR.pdf,braver,Corneille
CINNA.pdf,bienfaits nouveaux ont enlevé maxime à la fureur des eaux approche seul ami que jéprouve fidèle,Corneille
PHEDRE.pdf,chefdoeuvre qui allait paraître sur la scène et qui était annoncé depuis plusieurs mois comment en,Racine
